Column1,date,client_id,province,incident_type,status
INC611815,2025/09/22,CL1299,Free State,Trespass,in_progress
INC611816,2025/05/21,CL1058,Gauteng,Theft,resolved
INC611817,2025/09/07,CL1147,KwaZulu-Natal,Hijacking,escalated
INC611818,2025/09/12,CL1237,Limpopo,Protest,reported
INC611819,2025/07/07,CL1099,Gauteng,Accident,resolved
INC611820,2025/09/15,CL1297,Free State,Trespass,resolved
INC611821,2025/05/16,CL1149,KwaZulu-Natal,Theft,resolved
INC611822,2025/04/16,CL1244,Limpopo,VIP Threat,escalated
INC611823,2025/07/25,CL1376,Mpumalanga,Hijacking,escalated
INC611824,2025/07/07,CL1211,Limpopo,Protest,escalated
INC611825,2025/05/11,CL1377,Mpumalanga,Protest,in_progress
INC611826,2025/08/15,CL1230,Limpopo,Alarm Trigger,escalated
INC611827,2025/08/11,CL1040,Gauteng,Accident,escalated
INC611828,2025/04/23,CL1324,North West,Hijacking,resolved
INC611829,2025/04/13,CL1135,KwaZulu-Natal,VIP Threat,escalated
INC611830,2025/06/17,CL1059,Gauteng,Protest,resolved
INC611831,2025/09/25,CL1283,Free State,Theft,escalated
INC611832,2025/06/27,CL1293,Free State,Protest,resolved
INC611833,2025/08/25,CL1135,KwaZulu-Natal,Accident,reported
INC611834,2025/04/20,CL1259,Free State,Vandalism,reported
INC611835,2025/08/17,CL1312,North West,Protest,reported
INC611836,2025/08/23,CL1008,Gauteng,Vandalism,reported
INC611837,2025/05/13,CL1126,KwaZulu-Natal,Assault,reported
INC611838,2025/05/11,CL1019,Gauteng,Vandalism,in_progress
INC611839,2025/06/28,CL1146,KwaZulu-Natal,Hijacking,resolved
INC611840,2025/06/16,CL1219,Limpopo,Accident,escalated
INC611841,2025/08/14,CL1241,Limpopo,Accident,resolved
INC611842,2025/07/10,CL1024,Gauteng,Assault,escalated
INC611843,2025/06/12,CL1226,Limpopo,Suspicious Vehicle,escalated
INC611844,2025/09/17,CL1157,Western Cape,Accident,escalated
INC611845,2025/07/17,CL1135,KwaZulu-Natal,Vandalism,escalated
INC611846,2025/07/22,CL1164,Western Cape,Vandalism,in_progress
INC611847,2025/06/15,CL1122,KwaZulu-Natal,Alarm Trigger,in_progress
INC611848,2025/08/31,CL1294,Free State,Vandalism,escalated
INC611849,2025/04/16,CL1131,KwaZulu-Natal,VIP Threat,escalated
INC611850,2025/09/05,CL1324,North West,Protest,resolved
INC611851,2025/07/03,CL1114,KwaZulu-Natal,VIP Threat,escalated
INC611852,2025/05/26,CL1216,Limpopo,Assault,in_progress
INC611853,2025/05/16,CL1166,Western Cape,Alarm Trigger,escalated
INC611854,2025/08/12,CL1144,KwaZulu-Natal,Theft,escalated
INC611855,2025/08/08,CL1224,Limpopo,Suspicious Vehicle,escalated
INC611856,2025/09/16,CL1235,Limpopo,VIP Threat,resolved
INC611857,2025/04/30,CL1008,Gauteng,Protest,reported
INC611858,2025/05/15,CL1312,North West,VIP Threat,reported
INC611859,2025/07/08,CL1114,KwaZulu-Natal,Assault,in_progress
INC611860,2025/08/04,CL1281,Free State,Theft,in_progress
INC611861,2025/05/10,CL1353,Mpumalanga,VIP Threat,in_progress
INC611862,2025/09/01,CL1329,North West,Theft,in_progress
INC611863,2025/07/12,CL1354,Mpumalanga,Theft,in_progress
INC611864,2025/04/09,CL1389,Mpumalanga,Assault,reported
INC611865,2025/05/18,CL1071,Gauteng,Trespass,reported
INC611866,2025/06/22,CL1275,Free State,Alarm Trigger,in_progress
INC611867,2025/06/21,CL1351,Mpumalanga,VIP Threat,in_progress
INC611868,2025/07/20,CL1053,Gauteng,Trespass,in_progress
INC611869,2025/09/20,CL1084,Gauteng,Protest,reported
INC611870,2025/04/16,CL1058,Gauteng,Assault,reported
INC611871,2025/06/01,CL1124,KwaZulu-Natal,Protest,reported
INC611872,2025/06/15,CL1170,Western Cape,Trespass,reported
INC611873,2025/07/04,CL1223,Limpopo,Accident,in_progress
INC611874,2025/09/13,CL1014,Gauteng,Alarm Trigger,in_progress
INC611875,2025/08/03,CL1340,North West,Accident,resolved
INC611876,2025/07/27,CL1080,Gauteng,Suspicious Vehicle,escalated
INC611877,2025/08/02,CL1074,Gauteng,Hijacking,in_progress
INC611878,2025/08/05,CL1052,Gauteng,Hijacking,escalated
INC611879,2025/07/10,CL1191,Western Cape,Hijacking,escalated
INC611880,2025/05/22,CL1360,Mpumalanga,Assault,resolved
INC611881,2025/07/26,CL1275,Free State,Protest,in_progress
INC611882,2025/07/29,CL1206,Limpopo,Theft,resolved
INC611883,2025/08/09,CL1134,KwaZulu-Natal,Protest,reported
INC611884,2025/06/22,CL1287,Free State,VIP Threat,escalated
INC611885,2025/05/17,CL1043,Gauteng,Accident,reported
INC611886,2025/05/01,CL1024,Gauteng,Vandalism,escalated
INC611887,2025/05/12,CL1103,KwaZulu-Natal,Suspicious Vehicle,reported
INC611888,2025/04/30,CL1372,Mpumalanga,VIP Threat,escalated
INC611889,2025/08/01,CL1132,KwaZulu-Natal,Assault,escalated
INC611890,2025/07/30,CL1085,Gauteng,Theft,in_progress
INC611891,2025/05/06,CL1028,Gauteng,Suspicious Vehicle,reported
INC611892,2025/08/04,CL1354,Mpumalanga,Suspicious Vehicle,in_progress
INC611893,2025/06/15,CL1228,Limpopo,VIP Threat,reported
INC611894,2025/08/28,CL1036,Gauteng,VIP Threat,reported
INC611895,2025/04/28,CL1341,North West,Theft,resolved
INC611896,2025/06/10,CL1022,Gauteng,Alarm Trigger,reported
INC611897,2025/05/17,CL1328,North West,Protest,escalated
INC611898,2025/04/07,CL1061,Gauteng,Vandalism,escalated
INC611899,2025/04/25,CL1194,Western Cape,Protest,escalated
INC611900,2025/08/29,CL1063,Gauteng,Protest,reported
INC611901,2025/08/06,CL1036,Gauteng,Theft,reported
INC611902,2025/08/30,CL1217,Limpopo,Vandalism,resolved
INC611903,2025/08/31,CL1368,Mpumalanga,Hijacking,escalated
INC611904,2025/06/20,CL1082,Gauteng,Suspicious Vehicle,reported
INC611905,2025/06/13,CL1201,Limpopo,Vandalism,resolved
INC611906,2025/09/08,CL1085,Gauteng,Alarm Trigger,in_progress
INC611907,2025/04/15,CL1246,Limpopo,Alarm Trigger,reported
INC611908,2025/09/27,CL1277,Free State,Suspicious Vehicle,reported
INC611909,2025/04/25,CL1304,North West,Vandalism,escalated
INC611910,2025/08/29,CL1365,Mpumalanga,Alarm Trigger,escalated
INC611911,2025/06/20,CL1025,Gauteng,Accident,reported
INC611912,2025/07/28,CL1208,Limpopo,Suspicious Vehicle,reported
INC611913,2025/06/11,CL1105,KwaZulu-Natal,Trespass,reported
INC611914,2025/05/10,CL1044,Gauteng,Vandalism,escalated
INC611915,2025/09/21,CL1047,Gauteng,Alarm Trigger,in_progress
INC611916,2025/09/04,CL1084,Gauteng,Suspicious Vehicle,in_progress
INC611917,2025/06/06,CL1168,Western Cape,Trespass,reported
INC611918,2025/06/11,CL1266,Free State,Theft,resolved
INC611919,2025/04/19,CL1341,North West,Suspicious Vehicle,resolved
INC611920,2025/06/05,CL1222,Limpopo,Suspicious Vehicle,escalated
INC611921,2025/07/28,CL1030,Gauteng,VIP Threat,in_progress
INC611922,2025/10/02,CL1187,Western Cape,Theft,reported
INC611923,2025/06/29,CL1274,Free State,Vandalism,resolved
INC611924,2025/04/06,CL1264,Free State,Protest,escalated
INC611925,2025/05/30,CL1054,Gauteng,Assault,in_progress
INC611926,2025/08/20,CL1151,Western Cape,Theft,in_progress
INC611927,2025/05/07,CL1295,Free State,Accident,in_progress
INC611928,2025/08/09,CL1156,Western Cape,Suspicious Vehicle,resolved
INC611929,2025/07/08,CL1383,Mpumalanga,Accident,resolved
INC611930,2025/04/24,CL1157,Western Cape,Theft,reported
INC611931,2025/06/26,CL1080,Gauteng,Assault,resolved
INC611932,2025/08/12,CL1148,KwaZulu-Natal,VIP Threat,resolved
INC611933,2025/06/27,CL1396,Mpumalanga,Trespass,reported
INC611934,2025/10/01,CL1091,Gauteng,Trespass,reported
INC611935,2025/09/19,CL1003,Gauteng,Suspicious Vehicle,in_progress
INC611936,2025/04/17,CL1021,Gauteng,Hijacking,escalated
INC611937,2025/05/09,CL1244,Limpopo,Protest,in_progress
INC611938,2025/09/01,CL1299,Free State,Alarm Trigger,reported
INC611939,2025/05/01,CL1355,Mpumalanga,Hijacking,reported
INC611940,2025/04/12,CL1205,Limpopo,Theft,reported
INC611941,2025/09/02,CL1059,Gauteng,Trespass,resolved
INC611942,2025/05/27,CL1098,Gauteng,Trespass,reported
INC611943,2025/09/03,CL1137,KwaZulu-Natal,Hijacking,reported
INC611944,2025/04/20,CL1080,Gauteng,Alarm Trigger,escalated
INC611945,2025/07/07,CL1221,Limpopo,Trespass,in_progress
INC611946,2025/08/05,CL1070,Gauteng,VIP Threat,escalated
INC611947,2025/09/08,CL1062,Gauteng,Assault,resolved
INC611948,2025/06/20,CL1357,Mpumalanga,Vandalism,reported
INC611949,2025/09/10,CL1261,Free State,Assault,resolved
INC611950,2025/09/03,CL1132,KwaZulu-Natal,Trespass,reported
INC611951,2025/06/24,CL1238,Limpopo,Accident,escalated
INC611952,2025/04/21,CL1142,KwaZulu-Natal,Accident,escalated
INC611953,2025/09/21,CL1363,Mpumalanga,Vandalism,reported
INC611954,2025/05/02,CL1057,Gauteng,Theft,escalated
INC611955,2025/05/24,CL1145,KwaZulu-Natal,Alarm Trigger,resolved
INC611956,2025/09/10,CL1394,Mpumalanga,Suspicious Vehicle,resolved
INC611957,2025/07/14,CL1252,Free State,VIP Threat,in_progress
INC611958,2025/08/02,CL1302,North West,Hijacking,reported
INC611959,2025/06/04,CL1175,Western Cape,Protest,escalated
INC611960,2025/05/19,CL1111,KwaZulu-Natal,Vandalism,escalated
INC611961,2025/05/09,CL1372,Mpumalanga,Alarm Trigger,in_progress
INC611962,2025/07/12,CL1052,Gauteng,Vandalism,reported
INC611963,2025/07/23,CL1353,Mpumalanga,Vandalism,resolved
INC611964,2025/05/14,CL1083,Gauteng,Suspicious Vehicle,in_progress
INC611965,2025/04/11,CL1213,Limpopo,Accident,escalated
INC611966,2025/08/01,CL1013,Gauteng,VIP Threat,escalated
INC611967,2025/09/23,CL1124,KwaZulu-Natal,Suspicious Vehicle,escalated
INC611968,2025/08/27,CL1287,Free State,Suspicious Vehicle,resolved
INC611969,2025/09/04,CL1312,North West,Vandalism,reported
INC611970,2025/05/03,CL1153,Western Cape,Alarm Trigger,reported
INC611971,2025/05/21,CL1386,Mpumalanga,Theft,reported
INC611972,2025/06/13,CL1378,Mpumalanga,Protest,reported
INC611973,2025/04/24,CL1288,Free State,Theft,in_progress
INC611974,2025/05/12,CL1283,Free State,Accident,reported
INC611975,2025/08/26,CL1220,Limpopo,Trespass,reported
INC611976,2025/05/11,CL1086,Gauteng,Alarm Trigger,escalated
INC611977,2025/04/11,CL1257,Free State,Hijacking,escalated
INC611978,2025/04/28,CL1185,Western Cape,Suspicious Vehicle,resolved
INC611979,2025/06/13,CL1020,Gauteng,Suspicious Vehicle,reported
INC611980,2025/04/14,CL1050,Gauteng,Hijacking,escalated
INC611981,2025/04/24,CL1249,Limpopo,Accident,in_progress
INC611982,2025/07/03,CL1347,North West,Protest,in_progress
INC611983,2025/07/16,CL1174,Western Cape,Trespass,in_progress
INC611984,2025/07/16,CL1347,North West,Protest,in_progress
INC611985,2025/08/04,CL1190,Western Cape,Accident,in_progress
INC611986,2025/05/28,CL1216,Limpopo,Hijacking,resolved
INC611987,2025/05/15,CL1337,North West,Accident,in_progress
INC611988,2025/07/06,CL1335,North West,Suspicious Vehicle,resolved
INC611989,2025/04/20,CL1296,Free State,VIP Threat,escalated
INC611990,2025/09/23,CL1189,Western Cape,Trespass,resolved
INC611991,2025/09/16,CL1343,North West,Accident,in_progress
INC611992,2025/05/19,CL1099,Gauteng,Protest,escalated
INC611993,2025/04/21,CL1191,Western Cape,Trespass,in_progress
INC611994,2025/08/09,CL1071,Gauteng,Protest,escalated
INC611995,2025/07/26,CL1337,North West,Hijacking,in_progress
INC611996,2025/04/29,CL1329,North West,Hijacking,resolved
INC611997,2025/05/11,CL1259,Free State,Theft,reported
INC611998,2025/05/23,CL1174,Western Cape,Accident,resolved
INC611999,2025/04/21,CL1234,Limpopo,VIP Threat,reported
INC612000,2025/06/28,CL1128,KwaZulu-Natal,Assault,escalated
INC612001,2025/05/15,CL1384,Mpumalanga,Theft,resolved
INC612002,2025/05/20,CL1277,Free State,Theft,escalated
INC612003,2025/05/12,CL1337,North West,Alarm Trigger,in_progress
INC612004,2025/08/13,CL1049,Gauteng,Vandalism,escalated
INC612005,2025/05/28,CL1387,Mpumalanga,Assault,in_progress
INC612006,2025/04/06,CL1015,Gauteng,Suspicious Vehicle,resolved
INC612007,2025/09/04,CL1373,Mpumalanga,Trespass,in_progress
INC612008,2025/05/24,CL1065,Gauteng,VIP Threat,resolved
INC612009,2025/05/06,CL1330,North West,Vandalism,in_progress
INC612010,2025/04/22,CL1038,Gauteng,Assault,resolved
INC612011,2025/08/23,CL1284,Free State,Theft,escalated
INC612012,2025/04/20,CL1251,Free State,Suspicious Vehicle,in_progress
INC612013,2025/06/04,CL1174,Western Cape,Alarm Trigger,escalated
INC612014,2025/09/18,CL1233,Limpopo,Protest,in_progress
INC612015,2025/09/25,CL1008,Gauteng,Protest,in_progress
INC612016,2025/08/13,CL1232,Limpopo,Theft,in_progress
INC612017,2025/05/21,CL1082,Gauteng,VIP Threat,escalated
INC612018,2025/08/15,CL1296,Free State,Assault,reported
INC612019,2025/07/03,CL1284,Free State,Suspicious Vehicle,escalated
INC612020,2025/04/25,CL1135,KwaZulu-Natal,Assault,reported
INC612021,2025/06/08,CL1076,Gauteng,VIP Threat,reported
INC612022,2025/07/18,CL1280,Free State,VIP Threat,escalated
INC612023,2025/08/16,CL1276,Free State,Alarm Trigger,resolved
INC612024,2025/09/20,CL1306,North West,Alarm Trigger,in_progress
INC612025,2025/08/17,CL1048,Gauteng,Assault,in_progress
INC612026,2025/08/07,CL1139,KwaZulu-Natal,Alarm Trigger,resolved
INC612027,2025/10/02,CL1099,Gauteng,VIP Threat,resolved
INC612028,2025/09/03,CL1346,North West,Hijacking,escalated
INC612029,2025/04/16,CL1370,Mpumalanga,Alarm Trigger,escalated
INC612030,2025/09/12,CL1315,North West,Protest,in_progress
INC612031,2025/07/22,CL1373,Mpumalanga,Hijacking,resolved
INC612032,2025/07/23,CL1175,Western Cape,Assault,reported
INC612033,2025/08/04,CL1305,North West,VIP Threat,reported
INC612034,2025/05/21,CL1109,KwaZulu-Natal,Vandalism,escalated
INC612035,2025/09/13,CL1311,North West,Assault,resolved
INC612036,2025/05/30,CL1371,Mpumalanga,Alarm Trigger,in_progress
INC612037,2025/06/26,CL1367,Mpumalanga,Protest,in_progress
INC612038,2025/09/15,CL1354,Mpumalanga,Protest,in_progress
INC612039,2025/06/01,CL1321,North West,Trespass,reported
INC612040,2025/09/12,CL1312,North West,Alarm Trigger,escalated
INC612041,2025/06/24,CL1231,Limpopo,Vandalism,resolved
INC612042,2025/05/31,CL1329,North West,Assault,escalated
INC612043,2025/04/20,CL1069,Gauteng,Theft,reported
INC612044,2025/05/17,CL1098,Gauteng,Theft,resolved
INC612045,2025/07/09,CL1076,Gauteng,VIP Threat,in_progress
INC612046,2025/09/23,CL1239,Limpopo,Hijacking,resolved
INC612047,2025/06/06,CL1311,North West,Hijacking,escalated
INC612048,2025/07/03,CL1115,KwaZulu-Natal,Trespass,in_progress
INC612049,2025/06/08,CL1134,KwaZulu-Natal,Hijacking,resolved
INC612050,2025/04/30,CL1369,Mpumalanga,Accident,escalated
INC612051,2025/04/28,CL1243,Limpopo,Suspicious Vehicle,reported
INC612052,2025/07/24,CL1373,Mpumalanga,Vandalism,reported
INC612053,2025/04/24,CL1257,Free State,Assault,in_progress
INC612054,2025/06/30,CL1115,KwaZulu-Natal,Protest,reported
INC612055,2025/09/25,CL1255,Free State,Alarm Trigger,in_progress
INC612056,2025/04/21,CL1277,Free State,Vandalism,escalated
INC612057,2025/07/02,CL1281,Free State,Hijacking,in_progress
INC612058,2025/04/10,CL1231,Limpopo,Suspicious Vehicle,in_progress
INC612059,2025/05/07,CL1241,Limpopo,Trespass,reported
INC612060,2025/05/25,CL1394,Mpumalanga,Protest,escalated
INC612061,2025/09/04,CL1300,North West,Vandalism,reported
INC612062,2025/04/08,CL1241,Limpopo,Hijacking,reported
INC612063,2025/09/09,CL1360,Mpumalanga,Accident,escalated
INC612064,2025/09/27,CL1379,Mpumalanga,Vandalism,escalated
INC612065,2025/07/22,CL1140,KwaZulu-Natal,Suspicious Vehicle,reported
INC612066,2025/09/23,CL1094,Gauteng,Alarm Trigger,in_progress
INC612067,2025/05/22,CL1287,Free State,Accident,in_progress
INC612068,2025/06/24,CL1333,North West,VIP Threat,resolved
INC612069,2025/05/15,CL1060,Gauteng,Protest,resolved
INC612070,2025/09/14,CL1066,Gauteng,Accident,in_progress
INC612071,2025/09/21,CL1232,Limpopo,Alarm Trigger,resolved
INC612072,2025/09/01,CL1262,Free State,Trespass,in_progress
INC612073,2025/08/20,CL1230,Limpopo,Protest,in_progress
INC612074,2025/05/26,CL1067,Gauteng,Hijacking,in_progress
INC612075,2025/07/18,CL1130,KwaZulu-Natal,VIP Threat,in_progress
INC612076,2025/05/03,CL1382,Mpumalanga,Hijacking,escalated
INC612077,2025/04/27,CL1226,Limpopo,Suspicious Vehicle,escalated
INC612078,2025/06/17,CL1321,North West,Suspicious Vehicle,resolved
INC612079,2025/05/17,CL1109,KwaZulu-Natal,VIP Threat,in_progress
INC612080,2025/06/08,CL1061,Gauteng,Assault,resolved
INC612081,2025/07/30,CL1189,Western Cape,Assault,reported
INC612082,2025/09/19,CL1198,Western Cape,Trespass,in_progress
INC612083,2025/06/18,CL1381,Mpumalanga,Vandalism,escalated
INC612084,2025/04/15,CL1077,Gauteng,Hijacking,in_progress
INC612085,2025/08/04,CL1275,Free State,Theft,escalated
INC612086,2025/07/15,CL1137,KwaZulu-Natal,VIP Threat,in_progress
INC612087,2025/05/15,CL1380,Mpumalanga,Vandalism,resolved
INC612088,2025/08/14,CL1261,Free State,Vandalism,in_progress
INC612089,2025/06/04,CL1051,Gauteng,VIP Threat,reported
INC612090,2025/06/24,CL1298,Free State,Assault,resolved
INC612091,2025/06/07,CL1236,Limpopo,Alarm Trigger,reported
INC612092,2025/09/28,CL1031,Gauteng,Hijacking,in_progress
INC612093,2025/06/06,CL1219,Limpopo,Hijacking,reported
INC612094,2025/06/12,CL1045,Gauteng,VIP Threat,reported
INC612095,2025/05/10,CL1236,Limpopo,Suspicious Vehicle,in_progress
INC612096,2025/07/01,CL1353,Mpumalanga,Vandalism,escalated
INC612097,2025/06/10,CL1215,Limpopo,Assault,escalated
INC612098,2025/08/23,CL1354,Mpumalanga,Trespass,escalated
INC612099,2025/08/11,CL1282,Free State,Theft,reported
INC612100,2025/04/27,CL1064,Gauteng,Accident,reported
INC612101,2025/09/27,CL1019,Gauteng,Suspicious Vehicle,in_progress
INC612102,2025/05/13,CL1208,Limpopo,Trespass,resolved
INC612103,2025/08/28,CL1005,Gauteng,Assault,reported
INC612104,2025/08/10,CL1215,Limpopo,VIP Threat,reported
INC612105,2025/08/28,CL1325,North West,Assault,resolved
INC612106,2025/04/17,CL1376,Mpumalanga,Suspicious Vehicle,in_progress
INC612107,2025/05/14,CL1150,Western Cape,Theft,escalated
INC612108,2025/04/22,CL1372,Mpumalanga,Hijacking,reported
INC612109,2025/08/21,CL1043,Gauteng,Vandalism,resolved
INC612110,2025/09/01,CL1350,Mpumalanga,Hijacking,escalated
INC612111,2025/07/02,CL1006,Gauteng,Assault,in_progress
INC612112,2025/08/02,CL1101,KwaZulu-Natal,Accident,resolved
INC612113,2025/07/22,CL1291,Free State,VIP Threat,in_progress
INC612114,2025/07/09,CL1293,Free State,Protest,resolved
INC612115,2025/06/09,CL1398,Mpumalanga,Vandalism,resolved
INC612116,2025/08/04,CL1293,Free State,Trespass,reported
INC612117,2025/07/04,CL1243,Limpopo,Protest,escalated
INC612118,2025/05/21,CL1105,KwaZulu-Natal,Assault,resolved
INC612119,2025/07/08,CL1399,Mpumalanga,Theft,in_progress
INC612120,2025/07/05,CL1192,Western Cape,Theft,escalated
INC612121,2025/08/28,CL1218,Limpopo,Vandalism,reported
INC612122,2025/06/24,CL1218,Limpopo,Vandalism,resolved
INC612123,2025/08/13,CL1397,Mpumalanga,Protest,in_progress
INC612124,2025/05/09,CL1323,North West,Assault,in_progress
INC612125,2025/08/02,CL1212,Limpopo,Assault,reported
INC612126,2025/04/09,CL1011,Gauteng,Accident,escalated
INC612127,2025/05/16,CL1289,Free State,Trespass,in_progress
INC612128,2025/04/09,CL1125,KwaZulu-Natal,Protest,in_progress
INC612129,2025/08/25,CL1118,KwaZulu-Natal,Accident,resolved
INC612130,2025/04/09,CL1156,Western Cape,Accident,reported
INC612131,2025/04/08,CL1364,Mpumalanga,Accident,resolved
INC612132,2025/05/19,CL1373,Mpumalanga,Protest,escalated
INC612133,2025/04/10,CL1299,Free State,VIP Threat,escalated
INC612134,2025/04/25,CL1385,Mpumalanga,Hijacking,reported
INC612135,2025/05/21,CL1378,Mpumalanga,Suspicious Vehicle,resolved
INC612136,2025/05/06,CL1386,Mpumalanga,Protest,in_progress
INC612137,2025/06/30,CL1006,Gauteng,Assault,in_progress
INC612138,2025/09/21,CL1271,Free State,Protest,reported
INC612139,2025/07/01,CL1301,North West,Suspicious Vehicle,escalated
INC612140,2025/06/22,CL1364,Mpumalanga,Trespass,resolved
INC612141,2025/08/28,CL1106,KwaZulu-Natal,Accident,in_progress
INC612142,2025/04/26,CL1367,Mpumalanga,Protest,escalated
INC612143,2025/04/07,CL1094,Gauteng,Protest,reported
INC612144,2025/06/09,CL1296,Free State,Trespass,reported
INC612145,2025/05/08,CL1154,Western Cape,Theft,escalated
INC612146,2025/07/29,CL1083,Gauteng,Assault,in_progress
INC612147,2025/06/16,CL1305,North West,Protest,reported
INC612148,2025/09/11,CL1014,Gauteng,Suspicious Vehicle,escalated
INC612149,2025/06/15,CL1313,North West,Theft,resolved
INC612150,2025/06/13,CL1016,Gauteng,Accident,escalated
INC612151,2025/07/28,CL1055,Gauteng,Suspicious Vehicle,in_progress
INC612152,2025/06/07,CL1003,Gauteng,Theft,in_progress
INC612153,2025/07/21,CL1284,Free State,VIP Threat,reported
INC612154,2025/07/11,CL1249,Limpopo,Hijacking,reported
INC612155,2025/05/17,CL1017,Gauteng,VIP Threat,in_progress
INC612156,2025/05/07,CL1194,Western Cape,Vandalism,escalated
INC612157,2025/08/04,CL1366,Mpumalanga,Protest,escalated
INC612158,2025/09/16,CL1206,Limpopo,Vandalism,resolved
INC612159,2025/05/30,CL1209,Limpopo,Hijacking,in_progress
INC612160,2025/04/14,CL1339,North West,VIP Threat,escalated
INC612161,2025/06/15,CL1055,Gauteng,Alarm Trigger,in_progress
INC612162,2025/05/04,CL1304,North West,Trespass,escalated
INC612163,2025/04/27,CL1031,Gauteng,Protest,resolved
INC612164,2025/05/26,CL1250,Free State,Hijacking,escalated
INC612165,2025/07/02,CL1218,Limpopo,Alarm Trigger,escalated
INC612166,2025/06/24,CL1371,Mpumalanga,Vandalism,reported
INC612167,2025/06/24,CL1246,Limpopo,VIP Threat,resolved
INC612168,2025/07/03,CL1148,KwaZulu-Natal,Theft,reported
INC612169,2025/08/12,CL1331,North West,Hijacking,resolved
INC612170,2025/04/08,CL1067,Gauteng,Suspicious Vehicle,reported
INC612171,2025/06/04,CL1192,Western Cape,Protest,in_progress
INC612172,2025/08/22,CL1294,Free State,Assault,reported
INC612173,2025/09/07,CL1365,Mpumalanga,Alarm Trigger,reported
INC612174,2025/07/12,CL1398,Mpumalanga,Hijacking,in_progress
INC612175,2025/07/12,CL1185,Western Cape,Theft,escalated
INC612176,2025/10/01,CL1252,Free State,VIP Threat,resolved
INC612177,2025/06/01,CL1214,Limpopo,Vandalism,resolved
INC612178,2025/08/28,CL1005,Gauteng,Accident,in_progress
INC612179,2025/06/18,CL1266,Free State,VIP Threat,resolved
INC612180,2025/04/21,CL1175,Western Cape,Trespass,in_progress
INC612181,2025/05/11,CL1374,Mpumalanga,VIP Threat,reported
INC612182,2025/04/16,CL1126,KwaZulu-Natal,Theft,in_progress
INC612183,2025/06/02,CL1067,Gauteng,Protest,resolved
INC612184,2025/06/16,CL1260,Free State,Accident,reported
INC612185,2025/07/25,CL1037,Gauteng,Vandalism,resolved
INC612186,2025/09/19,CL1171,Western Cape,VIP Threat,resolved
INC612187,2025/05/02,CL1079,Gauteng,Theft,in_progress
INC612188,2025/04/30,CL1273,Free State,Accident,resolved
INC612189,2025/09/30,CL1240,Limpopo,Theft,in_progress
INC612190,2025/07/07,CL1086,Gauteng,Vandalism,resolved
INC612191,2025/07/08,CL1016,Gauteng,Alarm Trigger,reported
INC612192,2025/04/24,CL1248,Limpopo,Vandalism,reported
INC612193,2025/08/20,CL1036,Gauteng,Vandalism,resolved
INC612194,2025/07/03,CL1215,Limpopo,Hijacking,resolved
INC612195,2025/06/27,CL1062,Gauteng,Assault,escalated
INC612196,2025/04/19,CL1042,Gauteng,Trespass,resolved
INC612197,2025/04/07,CL1285,Free State,Hijacking,in_progress
INC612198,2025/05/09,CL1371,Mpumalanga,Theft,escalated
INC612199,2025/05/01,CL1190,Western Cape,Hijacking,reported
INC612200,2025/07/24,CL1200,Limpopo,Assault,escalated
INC612201,2025/04/18,CL1057,Gauteng,Trespass,reported
INC612202,2025/04/19,CL1189,Western Cape,Trespass,reported
INC612203,2025/06/22,CL1080,Gauteng,Accident,escalated
INC612204,2025/06/09,CL1160,Western Cape,Suspicious Vehicle,resolved
INC612205,2025/04/13,CL1318,North West,Vandalism,escalated
INC612206,2025/07/14,CL1186,Western Cape,Suspicious Vehicle,in_progress
INC612207,2025/08/02,CL1241,Limpopo,Theft,escalated
INC612208,2025/08/23,CL1394,Mpumalanga,Trespass,in_progress
INC612209,2025/07/29,CL1031,Gauteng,Protest,escalated
INC612210,2025/06/24,CL1024,Gauteng,Hijacking,reported
INC612211,2025/07/03,CL1231,Limpopo,Accident,escalated
INC612212,2025/08/03,CL1018,Gauteng,Vandalism,in_progress
INC612213,2025/08/21,CL1365,Mpumalanga,Alarm Trigger,resolved
INC612214,2025/09/05,CL1096,Gauteng,Suspicious Vehicle,reported
INC612215,2025/05/22,CL1039,Gauteng,Assault,reported
INC612216,2025/08/22,CL1063,Gauteng,Assault,resolved
INC612217,2025/08/16,CL1317,North West,Accident,resolved
INC612218,2025/07/06,CL1127,KwaZulu-Natal,Alarm Trigger,in_progress
INC612219,2025/07/30,CL1377,Mpumalanga,Hijacking,in_progress
INC612220,2025/05/18,CL1201,Limpopo,Hijacking,reported
INC612221,2025/04/30,CL1277,Free State,Accident,reported
INC612222,2025/08/16,CL1383,Mpumalanga,VIP Threat,reported
INC612223,2025/05/15,CL1264,Free State,VIP Threat,reported
INC612224,2025/05/22,CL1260,Free State,VIP Threat,in_progress
INC612225,2025/07/18,CL1026,Gauteng,Protest,resolved
INC612226,2025/09/19,CL1129,KwaZulu-Natal,Suspicious Vehicle,reported
INC612227,2025/08/28,CL1174,Western Cape,Protest,in_progress
INC612228,2025/04/06,CL1175,Western Cape,Theft,resolved
INC612229,2025/09/19,CL1301,North West,VIP Threat,escalated
INC612230,2025/08/29,CL1001,Gauteng,Hijacking,reported
INC612231,2025/08/25,CL1327,North West,Hijacking,escalated
INC612232,2025/05/08,CL1076,Gauteng,Vandalism,resolved
INC612233,2025/09/05,CL1290,Free State,Suspicious Vehicle,reported
INC612234,2025/04/06,CL1362,Mpumalanga,Suspicious Vehicle,reported
INC612235,2025/06/24,CL1378,Mpumalanga,VIP Threat,resolved
